2024-05-12 22:21:26,611 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2024-05-12 22:21:26,627 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2024-05-12 22:21:26,628 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2024-05-12 22:21:26,628 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2024-05-12 22:21:26,631 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2024-05-12 22:21:26,631 INFO  SwAddin.cs: 197 - Setting up callbacks
2024-05-12 22:21:26,632 INFO  SwAddin.cs: 201 - Setting up command manager
2024-05-12 22:21:26,632 INFO  SwAddin.cs: 204 - Adding command manager
2024-05-12 22:21:26,634 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2024-05-12 22:21:26,635 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2024-05-12 22:21:26,635 INFO  SwAddin.cs: 210 - Adding event handlers
2024-05-12 22:21:26,637 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2024-05-12 22:21:58,479 INFO  SwAddin.cs: 294 - Assembly export called for file line robt follower
2024-05-12 22:22:57,491 INFO  SwAddin.cs: 313 - Saving assembly
2024-05-12 22:22:57,640 INFO  SwAddin.cs: 316 - Opening property manager
2024-05-12 22:22:57,661 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from line robt follower
2024-05-12 22:22:57,665 INFO  ExportHelperExtension.cs: 1136 - Found 34 in line robt follower
2024-05-12 22:22:57,666 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in line robt follower
2024-05-12 22:22:57,667 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-05-12 22:22:57,668 INFO  ExportHelperExtension.cs: 1160 - 4 components to check
2024-05-12 22:22:57,669 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ensemble roue-2
2024-05-12 22:22:57,669 INFO  ExportHelperExtension.cs: 1136 - Found 26 in ensemble roue-2
2024-05-12 22:22:57,671 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ensemble roue-2
2024-05-12 22:22:57,671 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Chassis-1
2024-05-12 22:22:57,671 INFO  ExportHelperExtension.cs: 1136 - Found 44 in Chassis-1
2024-05-12 22:22:57,672 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Chassis-1
2024-05-12 22:22:57,673 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ensemble roue-1
2024-05-12 22:22:57,673 INFO  ExportHelperExtension.cs: 1136 - Found 26 in ensemble roue-1
2024-05-12 22:22:57,674 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ensemble roue-1
2024-05-12 22:22:57,674 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from miniCasterWheel-1
2024-05-12 22:22:57,675 INFO  ExportHelperExtension.cs: 1136 - Found 37 in miniCasterWheel-1
2024-05-12 22:22:57,675 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in miniCasterWheel-1
2024-05-12 22:22:57,676 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from line robt follower
2024-05-12 22:22:57,676 INFO  ExportHelperExtension.cs: 1136 - Found 34 in line robt follower
2024-05-12 22:22:57,677 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in line robt follower
2024-05-12 22:22:57,677 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-05-12 22:22:57,678 INFO  ExportHelperExtension.cs: 1160 - 4 components to check
2024-05-12 22:22:57,678 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from ensemble roue-2
2024-05-12 22:22:57,678 INFO  ExportHelperExtension.cs: 1136 - Found 26 in ensemble roue-2
